ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
114783_at	0.6667579	0.264	-1.17	-7.23443	-0.0617		lemur tyrosine kinase 3
6157_at	0.6667579	0.264	-1.17	-7.23455	-0.00396		ribosomal protein L27a
541565_at	0.6667579	0.264	1.17	-7.23476	0.036		chromosome 8 open reading frame 58
9681_at	0.6667579	0.264	1.17	-7.23477	0.151		DEP domain containing 5
1759_at	0.6667579	0.264	1.17	-7.23482	0.0649		dynamin 1
286319_at	0.6667579	0.264	1.17	-7.23497	0.135		tumor suppressor candidate 1
92400_at	0.6667579	0.264	-1.17	-7.23509	-0.126		RNA binding motif protein 18
64327_at	0.6667579	0.264	1.17	-7.23512	0.0916		limb region 1 homolog (mouse)
8927_at	0.6667733	0.264	-1.16	-7.23548	-0.00143		bassoon (presynaptic cytomatrix protein)
9826_at	0.6667733	0.264	-1.16	-7.2355	-0.0204		Rho guanine nucleotide exchange factor (GEF) 11
728_at	0.6667733	0.264	1.16	-7.23564	0.543		complement component 5a receptor 1
55032_at	0.6667733	0.264	-1.16	-7.23576	-0.139		solute carrier family 35, member A5
10595_at	0.6667733	0.265	1.16	-7.23586	0.122		endoplasmic reticulum to nucleus signaling 2
9061_at	0.6667733	0.265	1.16	-7.2359	0.134		3'-phosphoadenosine 5'-phosphosulfate synthase 1
57228_at	0.6667733	0.265	-1.16	-7.23601	-0.145		small cell adhesion glycoprotein
5791_at	0.6667733	0.265	1.16	-7.23603	0.406		protein tyrosine phosphatase, receptor type, E
79642_at	0.6667733	0.265	-1.16	-7.2361	-0.0145		arylsulfatase family, member J
4041_at	0.6667925	0.265	1.16	-7.23631	0.187		low density lipoprotein receptor-related protein 5
1241_at	0.6667925	0.265	-1.16	-7.23639	-0.0164		leukotriene B4 receptor
338440_at	0.6667925	0.265	1.16	-7.23644	0.0187		anoctamin 9
84105_at	0.6668276	0.265	-1.16	-7.23676	-0.232		pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2
100287412_at	0.6668276	0.265	-1.16	-7.23679	-0.163		hypothetical protein LOC100287412
64184_at	0.6668276	0.265	-1.16	-7.2368	-0.0014		epididymal protein 3B
401093_at	0.6670285	0.265	1.16	-7.23714	0.00108		hypothetical LOC401093
80000_at	0.6673067	0.265	1.16	-7.23756	0.0843		growth regulation by estrogen in breast cancer-like
9098_at	0.6673727	0.265	1.16	-7.23821	0.0166		ubiquitin specific peptidase 6 (Tre-2 oncogene)
283914_at	0.6673727	0.265	1.16	-7.23848	0.00945		hypothetical protein LOC283914
84894_at	0.6673727	0.265	-1.16	-7.23858	-0.0282		leucine rich repeat and Ig domain containing 1
54461_at	0.6673727	0.265	-1.16	-7.23865	-0.145		F-box and WD repeat domain containing 5
10622_at	0.6673727	0.266	-1.16	-7.23882	-0.0224		polymerase (RNA) III (DNA directed) polypeptide G (32kD)
5048_at	0.6673727	0.266	1.16	-7.23905	0.119		platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
51311_at	0.6673727	0.266	-1.16	-7.23964	-0.039		toll-like receptor 8
3096_at	0.6673727	0.266	1.16	-7.23984	0.281		human immunodeficiency virus type I enhancer binding protein 1
116844_at	0.6673727	0.266	1.16	-7.23984	0.3		leucine-rich alpha-2-glycoprotein 1
9953_at	0.6673727	0.266	1.16	-7.23986	0.0299		heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
84532_at	0.6673727	0.266	-1.16	-7.24029	-0.128		acyl-CoA synthetase short-chain family member 1
8801_at	0.6673727	0.266	-1.16	-7.24033	-0.0802		succinate-CoA ligase, GDP-forming, beta subunit
2867_at	0.6673727	0.266	1.16	-7.24043	0.0334		free fatty acid receptor 2
6696_at	0.6673727	0.266	-1.16	-7.24082	-0.664		secreted phosphoprotein 1
2918_at	0.6673727	0.266	-1.16	-7.24095	-0.0642		glutamate receptor, metabotropic 8
1773_at	0.6673727	0.266	1.16	-7.24118	0.00652		deoxyribonuclease I
9985_at	0.6673727	0.266	1.16	-7.24129	0.131		REC8 homolog (yeast)
343990_at	0.6673727	0.266	-1.16	-7.24145	-0.00929		chromosome 2 open reading frame 55
9528_at	0.6673727	0.266	-1.16	-7.24146	-0.067		transmembrane protein 59
23286_at	0.6673727	0.266	-1.16	-7.24154	-0.284		WW and C2 domain containing 1
541578_at	0.6673727	0.267	-1.16	-7.24165	-0.303		chromosome X open reading frame 40B
6427_at	0.6673727	0.267	1.16	-7.24178	0.0988		splicing factor, arginine/serine-rich 2
8558_at	0.6673727	0.267	1.16	-7.24189	0.111		cyclin-dependent kinase 10
246330_at	0.6673727	0.267	1.16	-7.24198	0.092		pellino homolog 3 (Drosophila)
116983_at	0.6673727	0.267	-1.16	-7.24212	-0.0104		ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
2260_at	0.6673727	0.267	1.16	-7.24213	0.00798		fibroblast growth factor receptor 1
60684_at	0.6673727	0.267	1.16	-7.24238	0.0825		chromosome 4 open reading frame 41
93145_at	0.6673727	0.267	-1.16	-7.24267	-0.0725		olfactomedin 2
55020_at	0.6673727	0.267	1.16	-7.24286	0.169		tetratricopeptide repeat domain 38
2825_at	0.6673727	0.267	1.16	-7.24323	0.0497		G protein-coupled receptor 1
55323_at	0.6673727	0.267	-1.16	-7.24394	-0.082		La ribonucleoprotein domain family, member 6
164127_at	0.6673727	0.267	1.16	-7.24403	0.112		chromosome 1 open reading frame 65
163227_at	0.6673727	0.267	1.16	-7.24404	0.252		zinc finger protein 100
85411_at	0.6673727	0.267	1.16	-7.2444	0.105		chromosome 6 open reading frame 114
701_at	0.6673727	0.268	1.16	-7.24479	0.0108		budding uninhibited by benzimidazoles 1 homolog beta (yeast)
84868_at	0.6673727	0.268	1.16	-7.24521	0.195		hepatitis A virus cellular receptor 2
652972_at	0.6673727	0.268	1.16	-7.24583	0.0624		chromosome 9 open reading frame 29
137835_at	0.6673727	0.268	1.16	-7.24583	0.362		transmembrane protein 71
3755_at	0.6673727	0.268	1.16	-7.24605	0.0667		potassium voltage-gated channel, subfamily G, member 1
51291_at	0.6673727	0.268	1.16	-7.24631	0.0128		GEM interacting protein
51806_at	0.6673727	0.268	1.16	-7.24642	0.0268		calmodulin-like 5
56246_at	0.6673727	0.268	-1.15	-7.24684	-0.0232		melanocortin 2 receptor accessory protein
29092_at	0.6673727	0.268	1.15	-7.24691	0.443		hypothetical LOC29092
221692_at	0.6673727	0.268	1.15	-7.24694	0.113		phosphatase and actin regulator 1
642946_at	0.6673727	0.268	-1.15	-7.2472	-0.26		hypothetical LOC642946
57491_at	0.6673727	0.269	1.15	-7.24758	0.0125		aryl-hydrocarbon receptor repressor
6620_at	0.6673727	0.269	1.15	-7.24761	0.00968		synuclein, beta
114026_at	0.6673727	0.269	-1.15	-7.24766	-0.00144		zinc finger, imprinted 3
6829_at	0.6673727	0.269	1.15	-7.24783	0.11		suppressor of Ty 5 homolog (S. cerevisiae)
84330_at	0.6673727	0.269	1.15	-7.24789	0.0564		zinc finger protein 414
2175_at	0.6673727	0.269	-1.15	-7.24824	-0.00763		Fanconi anemia, complementation group A
29984_at	0.6673727	0.269	-1.15	-7.24827	-0.139		ras homolog gene family, member D
9267_at	0.6673727	0.269	1.15	-7.24839	0.0843		cytohesin 1
54878_at	0.6673727	0.269	1.15	-7.24842	0.0907		dipeptidyl-peptidase 8
23070_at	0.6673727	0.269	1.15	-7.24846	0.188		FtsJ methyltransferase domain containing 2
6198_at	0.6673727	0.269	-1.15	-7.24885	-0.0906		ribosomal protein S6 kinase, 70kDa, polypeptide 1
220202_at	0.6673727	0.269	1.15	-7.2491	0.0461		atonal homolog 7 (Drosophila)
404550_at	0.6673727	0.269	-1.15	-7.24924	-0.0437		chromosome 16 open reading frame 74
51321_at	0.6673727	0.269	-1.15	-7.24925	-0.11		archaelysin family metallopeptidase 2
22980_at	0.6673727	0.269	1.15	-7.24945	0.09		transcription factor 25 (basic helix-loop-helix)
309_at	0.6673727	0.269	-1.15	-7.24971	-0.301		annexin A6
732253_at	0.6673727	0.269	-1.15	-7.24979	-0.0239		testis development related protein 1
57501_at	0.6673727	0.269	-1.15	-7.24994	-0.00368		KIAA1257
3781_at	0.6673727	0.27	1.15	-7.25015	0.117		potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2
57558_at	0.6673727	0.27	-1.15	-7.25035	-0.13		ubiquitin specific peptidase 35
5364_at	0.6673727	0.27	1.15	-7.2509	0.16		plexin B1
116173_at	0.6673727	0.27	1.15	-7.25093	0.0386		CKLF-like MARVEL transmembrane domain containing 5
2831_at	0.6673727	0.27	-1.15	-7.25097	-0.109		neuropeptides B/W receptor 1
51454_at	0.6673727	0.27	1.15	-7.251	0.0631		GULP, engulfment adaptor PTB domain containing 1
83868_at	0.6673727	0.27	-1.15	-7.25104	-0.0495		testis-specific transcript, Y-linked 13 (non-protein coding)
246_at	0.6673727	0.27	1.15	-7.25106	0.0113		arachidonate 15-lipoxygenase
6124_at	0.6673727	0.27	1.15	-7.25119	0.0972		ribosomal protein L4
113277_at	0.6673727	0.27	1.15	-7.25121	0.139		transmembrane protein 106A
23317_at	0.6673727	0.27	-1.15	-7.25136	-0.0322		DnaJ (Hsp40) homolog, subfamily C, member 13
6650_at	0.6673727	0.27	1.15	-7.25169	0.0639		small optic lobes homolog (Drosophila)
64393_at	0.6673727	0.27	1.15	-7.25177	0.338		zinc finger, matrin type 3
2806_at	0.6673727	0.27	-1.15	-7.25201	-0.22		glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)
80712_at	0.6673727	0.27	1.15	-7.25213	0.0169		ESX homeobox 1
146439_at	0.6673727	0.27	-1.15	-7.25242	-0.02		coiled-coil domain containing 64B
100288214_at	0.6673727	0.27	1.15	-7.25258	0.0465		
10621_at	0.6673727	0.27	-1.15	-7.25259	-0.103		polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa
1429_at	0.6673727	0.27	-1.15	-7.25274	-0.111		crystallin, zeta (quinone reductase)
10058_at	0.6673727	0.27	1.15	-7.25279	0.294		ATP-binding cassette, sub-family B (MDR/TAP), member 6
733_at	0.6673727	0.27	-1.15	-7.25286	-0.185		complement component 8, gamma polypeptide
26048_at	0.6673727	0.27	1.15	-7.25291	0.0533		zinc finger protein 500
148362_at	0.6673727	0.271	1.15	-7.2532	0.15		chromosome 1 open reading frame 58
23020_at	0.6673727	0.271	1.15	-7.25327	0.137		small nuclear ribonucleoprotein 200kDa (U5)
51316_at	0.6673727	0.271	-1.15	-7.25343	-0.408		placenta-specific 8
22990_at	0.6673727	0.271	1.15	-7.25373	0.0573		pecanex homolog (Drosophila)
7278_at	0.6673727	0.271	-1.15	-7.2539	-0.0796		tubulin, alpha 3c
55683_at	0.6673727	0.271	-1.15	-7.25437	-0.0641		KIAA1310
286436_at	0.6673727	0.271	1.15	-7.25446	0.0408		H2B histone family, member M
284071_at	0.6673727	0.271	1.15	-7.25507	0.0305		chromosome 17 open reading frame 104
51108_at	0.6673727	0.271	-1.15	-7.25511	-0.0281		methyltransferase like 9
3858_at	0.6673727	0.271	1.15	-7.25573	0.139		keratin 10
57061_at	0.6673727	0.272	1.15	-7.25595	0.0721		hydatidiform mole associated and imprinted (non-protein coding)
51167_at	0.6673727	0.272	-1.15	-7.25617	-0.176		cytochrome b5 reductase 4
3007_at	0.6673727	0.272	-1.15	-7.2564	-0.00424		histone cluster 1, H1d
10024_at	0.6673727	0.272	1.15	-7.25646	0.0138		trophinin associated protein (tastin)
145173_at	0.6673727	0.272	-1.15	-7.25652	-0.0355		beta 1,3-galactosyltransferase-like
140876_at	0.6673727	0.272	1.15	-7.25656	0.0603		family with sequence similarity 65, member C
4861_at	0.6673727	0.272	-1.15	-7.257	-0.036		neuronal PAS domain protein 1
22918_at	0.6673727	0.272	1.14	-7.25793	0.181		CD93 molecule
253832_at	0.6673727	0.272	-1.14	-7.25807	-0.0462		zinc finger, DHHC-type containing 20
55605_at	0.6673727	0.272	-1.14	-7.25821	-0.208		kinesin family member 21A
22954_at	0.6673727	0.272	-1.14	-7.25825	-0.0319		tripartite motif-containing 32
148418_at	0.6673727	0.272	-1.14	-7.25828	-0.0108		sterile alpha motif domain containing 13
51458_at	0.6673727	0.273	-1.14	-7.2586	-0.0717		Rh family, C glycoprotein
10752_at	0.6673727	0.273	1.14	-7.25863	0.119		cell adhesion molecule with homology to L1CAM (close homolog of L1)
151651_at	0.6673727	0.273	1.14	-7.25888	0.011		EF-hand domain family, member B
138009_at	0.6673727	0.273	-1.14	-7.25892	-0.00525		DDB1 and CUL4 associated factor 4-like 2
151658_at	0.6673727	0.273	-1.14	-7.2592	-0.0533		hypothetical LOC151658
3012_at	0.6673727	0.273	-1.14	-7.25928	-0.0321		histone cluster 1, H2ae
7324_at	0.6673727	0.273	-1.14	-7.25939	-0.148		ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)
163033_at	0.6673727	0.273	-1.14	-7.25964	-0.105		zinc finger protein 579
152273_at	0.6673727	0.273	1.14	-7.25992	0.00516		FYVE, RhoGEF and PH domain containing 5
6643_at	0.6673727	0.273	-1.14	-7.26051	-0.165		sorting nexin 2
79794_at	0.6673727	0.273	-1.14	-7.2608	-0.116		chromosome 12 open reading frame 49
5763_at	0.6673727	0.273	1.14	-7.26085	0.209		parathymosin
4923_at	0.6673727	0.273	1.14	-7.26088	0.0257		neurotensin receptor 1 (high affinity)
79614_at	0.6673727	0.273	-1.14	-7.26103	-0.31		chromosome 5 open reading frame 23
1271_at	0.6673727	0.273	-1.14	-7.26113	-0.0299		ciliary neurotrophic factor receptor
112479_at	0.6673727	0.273	-1.14	-7.26123	-0.0447		ERI1 exoribonuclease family member 2
170960_at	0.6673727	0.274	1.14	-7.26186	0.128		zinc finger protein 721
92689_at	0.6673727	0.274	-1.14	-7.26228	-0.353		family with sequence similarity 114, member A1
349136_at	0.6673727	0.274	-1.14	-7.26249	-0.0194		WD repeat domain 86
90233_at	0.6673727	0.274	1.14	-7.26296	0.0908		zinc finger protein 551
644660_at	0.6673727	0.274	1.14	-7.26297	0.0101		non-protein coding RNA 255
55668_at	0.6673727	0.274	-1.14	-7.2637	-0.0502		chromosome 14 open reading frame 118
54662_at	0.6673727	0.274	-1.14	-7.26374	-0.126		TBC1 domain family, member 13
7402_at	0.6673727	0.274	-1.14	-7.26391	-0.175		utrophin
3354_at	0.6673727	0.274	-1.14	-7.26412	-0.0511		5-hydroxytryptamine (serotonin) receptor 1E
55293_at	0.6673727	0.275	-1.14	-7.26418	-0.193		UEV and lactate/malate dehyrogenase domains
26100_at	0.6673727	0.275	-1.14	-7.26476	-0.0529		WD repeat domain, phosphoinositide interacting 2
23299_at	0.6673727	0.275	1.14	-7.26586	0.0108		bicaudal D homolog 2 (Drosophila)
4600_at	0.6673727	0.275	1.14	-7.26605	0.433		myxovirus (influenza virus) resistance 2 (mouse)
57827_at	0.6673727	0.275	-1.14	-7.26607	-0.0879		chromosome 6 open reading frame 47
2797_at	0.6673727	0.275	1.14	-7.26624	0.0187		gonadotropin-releasing hormone 2
126272_at	0.6673727	0.275	-1.14	-7.26671	-0.104		EP300 interacting inhibitor of differentiation 2B
4595_at	0.6673727	0.275	-1.14	-7.26689	-0.0646		mutY homolog (E. coli)
79729_at	0.6673727	0.276	1.14	-7.26695	0.0216		chromosome 1 open reading frame 113
23283_at	0.6673727	0.276	-1.14	-7.26717	-0.123		cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant
10946_at	0.6673727	0.276	-1.14	-7.26733	-0.0632		splicing factor 3a, subunit 3, 60kDa
10610_at	0.6673727	0.276	-1.14	-7.26746	-0.02		ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
10637_at	0.6673727	0.276	-1.14	-7.26746	-0.142		left-right determination factor 1
100131454_at	0.6673727	0.276	1.14	-7.26748	0.0287		endozepine-like peptide 2 pseudogene
166929_at	0.6673727	0.276	1.14	-7.26775	0.184		sphingomyelin synthase 2
7479_at	0.6673727	0.276	1.14	-7.26819	0.072		wingless-type MMTV integration site family, member 8B
5204_at	0.6673727	0.276	1.14	-7.26856	0.0973		prefoldin subunit 5
303_at	0.6673727	0.276	-1.14	-7.2688	-0.0219		annexin A2 pseudogene 1
80005_at	0.6673727	0.276	1.14	-7.26896	0.0033		dedicator of cytokinesis 5
6929_at	0.6673727	0.276	1.13	-7.26907	0.0283		transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)
594855_at	0.6673727	0.276	1.13	-7.26908	0.00447		complexin 3
81545_at	0.6673727	0.276	1.13	-7.26959	0.072		F-box protein 38
7568_at	0.6673727	0.277	-1.13	-7.27003	-0.139		zinc finger protein 20
118491_at	0.6673727	0.277	1.13	-7.27023	0.158		tetratricopeptide repeat domain 18
5780_at	0.6673727	0.277	1.13	-7.27039	0.112		protein tyrosine phosphatase, non-receptor type 9
37_at	0.6673727	0.277	-1.13	-7.2704	-0.212		acyl-CoA dehydrogenase, very long chain
10456_at	0.6673727	0.277	-1.13	-7.27041	-0.0708		HCLS1 associated protein X-1
56940_at	0.6673727	0.277	-1.13	-7.27103	-0.118		dual specificity phosphatase 22
89927_at	0.6673727	0.277	-1.13	-7.2713	-0.201		chromosome 16 open reading frame 45
55890_at	0.6673727	0.277	1.13	-7.27153	0.167		G protein-coupled receptor, family C, group 5, member C
116028_at	0.6673727	0.277	-1.13	-7.27159	-0.203		chromosome 16 open reading frame 75
85007_at	0.6673727	0.277	-1.13	-7.27159	-0.194		alanine-glyoxylate aminotransferase 2-like 2
8605_at	0.6673727	0.277	-1.13	-7.27166	-0.337		phospholipase A2, group IVC (cytosolic, calcium-independent)
285733_at	0.6673727	0.277	-1.13	-7.27184	-0.157		hypothetical LOC285733
113878_at	0.6673727	0.277	1.13	-7.27185	0.159		deltex homolog 2 (Drosophila)
160897_at	0.6673727	0.277	-1.13	-7.27216	-0.226		G protein-coupled receptor 180
3906_at	0.6673727	0.277	-1.13	-7.27218	-0.0351		lactalbumin, alpha-
124512_at	0.6673727	0.277	-1.13	-7.27231	-0.0969		chromosome 17 open reading frame 95
6305_at	0.6673727	0.277	1.13	-7.27235	0.00225		SET binding factor 1
55885_at	0.6673727	0.277	1.13	-7.27237	0.00556		LIM domain only 3 (rhombotin-like 2)
200894_at	0.6673727	0.278	-1.13	-7.27243	-0.0874		ADP-ribosylation factor-like 13B
10485_at	0.6673727	0.278	-1.13	-7.27278	-0.00621		chromosome 1 open reading frame 61
200424_at	0.6673727	0.278	1.13	-7.27296	0.0243		tet oncogene family member 3
162998_at	0.6673727	0.278	-1.13	-7.27312	-0.0275		olfactory receptor, family 7, subfamily D, member 2
64403_at	0.6673727	0.278	1.13	-7.27316	0.00942		cadherin 24, type 2
347732_at	0.6673727	0.278	1.13	-7.27335	0.0969		cation channel, sperm associated 3
22832_at	0.6673727	0.278	-1.13	-7.2734	-0.00971		KIAA1009
56889_at	0.6673727	0.278	-1.13	-7.2734	-0.0808		transmembrane 9 superfamily member 3
150946_at	0.6673727	0.278	-1.13	-7.27359	-0.0134		family with sequence similarity 59, member B
89781_at	0.6673727	0.278	1.13	-7.27392	0.0848		Hermansky-Pudlak syndrome 4
257169_at	0.6673727	0.278	1.13	-7.27402	0.0543		chromosome 9 open reading frame 43
375449_at	0.6673727	0.278	1.13	-7.27446	0.256		microtubule associated serine/threonine kinase family member 4
55345_at	0.6673727	0.278	-1.13	-7.2745	-0.0474		chromosome 4 open reading frame 21
91431_at	0.6673727	0.278	-1.13	-7.27456	-0.0248		
375484_at	0.6673727	0.278	1.13	-7.27457	0.282		chromosome 5 open reading frame 25
641_at	0.6673727	0.278	-1.13	-7.27461	-0.00201		Bloom syndrome, RecQ helicase-like
6158_at	0.6673727	0.278	1.13	-7.27464	0.0779		ribosomal protein L28
30968_at	0.6673727	0.278	-1.13	-7.27491	-0.15		stomatin (EPB72)-like 2
256949_at	0.6673727	0.279	1.13	-7.27522	0.0957		KN motif and ankyrin repeat domains 3
55968_at	0.6673727	0.279	-1.13	-7.27532	-0.0898		NSFL1 (p97) cofactor (p47)
57583_at	0.6673727	0.279	-1.13	-7.27533	-0.17		transmembrane protein 181
100288357_at	0.6673727	0.279	1.13	-7.27573	0.189		hypothetical protein LOC100288357
64084_at	0.6673727	0.279	-1.13	-7.27574	-0.00277		calsyntenin 2
5300_at	0.6673727	0.279	-1.13	-7.27581	-0.149		peptidylprolyl cis/trans isomerase, NIMA-interacting 1
27334_at	0.6673727	0.279	-1.13	-7.27581	-0.0239		purinergic receptor P2Y, G-protein coupled, 10
8273_at	0.6673727	0.279	1.13	-7.27613	0.152		solute carrier family 10 (sodium/bile acid cotransporter family), member 3
1912_at	0.6673727	0.279	1.13	-7.2764	0.179		polyhomeotic homolog 2 (Drosophila)
389289_at	0.6673727	0.279	-1.13	-7.27687	-0.00539		chromosome 5 open reading frame 39
5422_at	0.6673727	0.279	-1.13	-7.27687	-0.0933		polymerase (DNA directed), alpha 1, catalytic subunit
85459_at	0.6673727	0.279	1.13	-7.27688	0.0138		KIAA1731
9463_at	0.6673727	0.279	-1.13	-7.27705	-0.088		protein interacting with PRKCA 1
22903_at	0.6673727	0.279	-1.13	-7.27723	-0.0823		BTB (POZ) domain containing 3
84617_at	0.6673727	0.279	1.13	-7.27731	0.378		tubulin, beta 6
131408_at	0.6673727	0.279	1.13	-7.27735	0.0766		family with sequence similarity 131, member A
7075_at	0.6673727	0.279	-1.13	-7.27743	-0.255		tyrosine kinase with immunoglobulin-like and EGF-like domains 1
84057_at	0.6673727	0.279	1.13	-7.27745	0.0214		meiotic nuclear divisions 1 homolog (S. cerevisiae)
9077_at	0.6673727	0.279	1.13	-7.27755	0.409		DIRAS family, GTP-binding RAS-like 3
4358_at	0.6673727	0.279	-1.13	-7.27773	-0.221		MpV17 mitochondrial inner membrane protein
8733_at	0.6673727	0.279	-1.13	-7.27781	-0.154		glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)
54806_at	0.6673727	0.28	1.13	-7.27798	0.0299		Abelson helper integration site 1
79748_at	0.6673727	0.28	-1.13	-7.278	-0.0137		lectin, mannose-binding, 1 like
51744_at	0.6673727	0.28	1.13	-7.27831	0.103		CD244 molecule, natural killer cell receptor 2B4
391712_at	0.6673727	0.28	1.13	-7.27843	0.00374		tripartite motif-containing 61
259282_at	0.6673727	0.28	1.13	-7.27851	0.0725		biorientation of chromosomes in cell division 1-like
54512_at	0.6673727	0.28	-1.13	-7.27863	-0.0317		exosome component 4
1879_at	0.6673727	0.28	1.13	-7.27875	0.0139		early B-cell factor 1
1384_at	0.6673727	0.28	-1.13	-7.27877	-0.0954		carnitine O-acetyltransferase
89822_at	0.6673727	0.28	1.13	-7.27911	0.17		potassium channel, subfamily K, member 17
4249_at	0.6673727	0.28	-1.13	-7.27927	-0.0121		mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
